	-----------------------------------------------------------------	
	Trajectory	0

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	190	222.806	0	-0.0145481	3.29795	0.238859	(-122.445,-131.693,170.257)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
-191.35	-170.846	213.275	-0.957993	0.327044	-0.0830394	2.00663	Si
-193.566	-170.09	213.083	-0.957993	0.327044	-0.0830394	1.97851	Si
-193.571	-170.088	213.083	-0.943693	0.286046	-0.00225298	1.97845	Si
-196.805	-169.108	213.075	-0.916481	0.366059	-0.00493605	1.9364	Si
-198.617	-168.384	213.065	-0.853147	0.429972	0.0844848	1.9118	Si
-198.936	-168.223	213.097	-0.84397	0.546892	-0.114845	1.90711	Si
-199.567	-167.814	213.011	0.905462	-0.466214	0.690185	1.89771	Si
-197.241	-169.012	214.784	0.860195	-0.536357	0.664514	1.86533	Si
-194.065	-170.992	217.237	0.466904	-0.557871	-0.0706903	1.81826	Si
-193.365	-171.829	217.131	0.275769	-0.726304	0.115604	1.79883	Si
-193.277	-172.062	217.169	0.697904	-0.154748	0.655437	1.79465	Si
-191.614	-172.43	218.73	0.651629	-0.126723	0.460446	1.76352	Si
-190.033	-172.738	219.847	0.64463	-0.124232	0.420674	1.73147	Si
-187.545	-173.217	221.471	0.645361	-0.0960298	0.396055	1.67986	Si
-187.083	-173.286	221.754	0.66092	-0.00862322	0.446406	1.67011	Si
-187.009	-173.287	221.804	0.659921	0.057808	0.478388	1.66858	Si
-185.757	-173.177	222.712	0.497207	-0.635274	0.0664162	1.64262	Si
-185.691	-173.262	222.72	0.574851	-0.59131	0.137745	1.64079	Si
-185.336	-173.627	222.806	0.15681	-0.814324	-0.0625751	1.63224	Si
-185.106	-174.822	222.714	0.11949	-0.82401	-0.0232972	1.61187	Si
-184.49	-179.069	222.594	0.0875318	-0.819598	-0.11072	1.53979	Si
-184.451	-179.433	222.544	-0.520618	-0.591631	-0.443339	1.53339	Si
-184.668	-179.679	222.36	-0.629552	-0.513929	-0.406608	1.5274	Si
-185.199	-180.113	222.017	-0.66265	-0.582638	-0.25799	1.51518	Si
-187.083	-181.769	221.284	-0.676808	-0.584369	-0.233657	1.47386	Si
-188.587	-183.068	220.764	-0.729592	-0.527116	-0.222331	1.441	Si
-189.663	-183.845	220.436	-0.707437	-0.55111	-0.229536	1.41888	Si
-189.711	-183.882	220.421	-0.727133	-0.414779	-0.335604	1.41785	Si
-191.469	-184.885	219.61	-0.685112	-0.482785	-0.334804	1.38124	Si
-191.87	-185.168	219.414	-0.670345	-0.459189	-0.38113	1.37223	Si
-194.035	-186.651	218.183	-0.672923	-0.503643	-0.324325	1.32232	Si
-195.88	-188.032	217.293	-0.581548	-0.487661	-0.45626	1.27899	Si
-196.608	-188.642	216.723	-0.540175	-0.550641	-0.437057	1.25882	Si
-199.517	-191.608	214.368	-0.446611	-0.622382	-0.448081	1.17114	Si
-199.907	-192.151	213.978	-0.483634	-0.62925	-0.40415	1.15632	Si
-201.217	-193.856	212.882	-0.506027	-0.585707	-0.434787	1.10992	Si
-202.179	-194.969	212.056	0.1528	-0.86571	-0.3376	1.0766	Si
-201.588	-198.317	210.751	0.248047	-0.838096	-0.350989	1.00756	Si
-201.316	-199.236	210.366	0.228845	-0.698891	-0.572919	0.987214	Si
-201.202	-199.585	210.08	0.516831	-0.563988	-0.544833	0.97786	Si
-200.961	-199.847	209.826	0.622221	-0.552204	-0.439176	0.969079	Si
-197.44	-202.972	207.342	0.668142	-0.547332	-0.382815	0.861795	Si
-197.121	-203.233	207.159	0.798323	-0.582725	0.0306936	0.852125	Si
-197.067	-203.272	207.161	0.764264	-0.593475	-0.0220025	0.850751	Si
-196.294	-203.873	207.138	0.792367	-0.53853	-0.045046	0.830123	Si
-196.279	-203.883	207.138	0.92857	-0.260507	-0.037622	0.829717	Si
-196.031	-203.953	207.128	0.920043	-0.327796	0.0175512	0.824211	Si
-187.086	-207.14	207.298	0.929893	-0.170144	-0.0725557	0.62252	Si
-186.77	-207.198	207.274	0.913396	-0.259613	-0.0488956	0.614359	Si
-186.716	-207.213	207.271	0.945711	-0.182015	0.00836491	0.612918	Si
-184.628	-207.615	207.289	0.870883	-0.305409	-0.150224	0.559473	Si
-184.613	-207.62	207.286	-0.242757	0.951537	0.0128141	0.559027	Si
-184.713	-207.228	207.292	-0.315313	0.933801	-0.0854264	0.548576	Si
-185.136	-205.976	207.177	-0.249558	0.949107	0.00437949	0.514293	Si
-185.167	-205.859	207.178	-0.47475	0.835985	0.118937	0.51105	Si
-185.255	-205.704	207.2	-0.585538	0.659702	0.289414	0.506158	Si
-185.583	-205.334	207.362	-0.68837	0.645232	0.150256	0.49124	Si
-186.543	-204.434	207.572	-0.812891	0.493243	0.136582	0.453694	Si
-188.08	-203.502	207.83	-0.812913	0.578475	-0.00780961	0.400865	Si
-189.809	-202.271	207.813	-0.927236	0.360192	-0.000500935	0.338129	Si
-189.985	-202.203	207.813	-0.809622	0.531877	0.0804444	0.332144	Si
-190.085	-202.137	207.823	0.703466	-0.743851	0.248591	0.328195	Si
-190.04	-202.185	207.839	0.1311	-0.938631	-0.213315	0.326139	Si
-190.01	-202.402	207.79	0.00310345	-0.910428	-0.339455	0.318728	Si
-190.01	-202.402	207.79	0.245563	0.926453	-0.168854	0.318727	Si
-189.995	-202.346	207.78	0.163577	0.951537	-0.0717365	0.316781	Si
-189.853	-201.521	207.718	0.194026	0.945681	0.00442167	0.288663	Si
-189.671	-200.63	207.722	0.178623	0.94244	0.0798579	0.257006	Si
-189.448	-199.455	207.821	0.205774	0.941293	0.0345036	0.213341	Si
-189.363	-199.069	207.836	0.407811	0.846463	0.167765	0.198066	Si
-189.285	-198.905	207.868	0.185408	0.949667	-0.0304294	0.190732	Si
-189.116	-198.042	207.84	0.492481	0.824965	0.0619749	0.155784	Si
-189.058	-197.945	207.848	0.391467	0.79844	0.258312	0.151022	Si
-188.878	-197.578	207.966	-0.239017	0.876268	0.302349	0.132265	Si
-189.208	-196.371	208.383	-0.175221	0.93259	0.156334	0.0744081	Si
-189.22	-196.303	208.394	-0.500763	0.813239	0.146795	0.0710987	Si
-189.258	-196.242	208.405	0.716255	0.208184	0.85928	0.0677138	Si
-189.243	-196.238	208.423	-0.633279	0.648372	-0.253278	0.0667851	Si
-189.326	-196.153	208.39	-0.586645	0.577017	-0.0158946	0.0608559	Si
-189.339	-196.14	208.389	-0.700052	0.525643	-0.224527	0.0597904	Si
-189.49	-196.027	208.341	-0.700052	0.525643	-0.224527	0.05	Si
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	1

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	160	331.548	0	-0.014398	3.45362	0.262027	(97.3697,-22.4483,248.603)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.0523574	-0.10584	0	0	0	1	5	BN
0.0523574	-0.10584	1.86821	-0.0661651	-0.0538357	0.996355	4.99013	BN
-0.629398	-0.660555	12.1345	-0.0492861	-0.0875348	0.99386	4.93563	BN
-1.10074	-1.49768	21.6392	-0.0921276	-0.0832433	0.989927	4.88461	BN
-1.18826	-1.57677	22.5796	-0.229704	-0.0574353	0.906724	4.8795	BN
-4.4815	-2.40021	35.5792	-0.18627	-0.0479968	0.870181	4.80233	BN
-7.13082	-3.08287	47.9558	-0.195012	-0.0105775	0.879218	4.72483	BN
-8.36932	-3.15004	53.5396	-0.195556	-0.00109869	0.880164	4.68978	BN
-9.23495	-3.15491	57.4357	-0.173775	-0.429658	0.806386	4.66521	BN
-10.9122	-7.30179	65.2186	-0.181638	-0.445863	0.79264	4.61142	BN
-11.1262	-7.82717	66.1526	0.0289943	-0.562285	0.741696	4.60479	BN
-11.0088	-10.1032	69.1548	0.236168	-0.455002	0.783154	4.58201	BN
-8.89846	-14.169	76.1529	0.352194	-0.338089	0.819599	4.53151	BN
-5.47981	-17.4507	84.1086	0.326448	-0.371504	0.808041	4.47618	BN
-2.25039	-21.1259	92.1022	0.214014	-0.151736	0.919457	4.41926	BN
-1.47233	-21.6775	95.4449	0.236021	-0.0860322	0.939411	4.39814	BN
-0.327896	-22.0947	100	0.236021	-0.0860322	0.939411	4.37063	Si
0.165699	-22.2746	101.965	0.261582	0.00223499	0.961344	4.35572	Si
1.53111	-22.2629	106.983	0.261293	0.0223907	0.964944	4.3184	Si
2.0692	-22.2168	108.97	0.255807	0.0685812	0.972464	4.30359	Si
2.09853	-22.209	109.081	0.192219	0.0996283	1.00025	4.30276	Si
2.57631	-21.9613	111.568	0.162673	0.128578	1.00706	4.28484	Si
3.80161	-20.9928	119.153	0.186307	0.185515	0.975107	4.23035	Si
4.77531	-20.0233	124.249	0.120046	0.176105	0.991936	4.1922	Si
4.91328	-19.8209	125.389	-0.0246393	0.309867	0.965607	4.18376	Si
4.73977	-17.6388	132.189	0.00495928	0.281035	0.974665	4.13194	Si
4.74246	-17.4862	132.718	0.0593513	0.33066	0.957057	4.12791	Si
5.12826	-15.3369	138.939	0.31034	0.0960471	0.965996	4.07962	Si
9.99325	-13.8312	154.082	0.336189	0.0648456	0.925104	3.96219	Si
10.6016	-13.7139	155.756	0.336189	0.0648456	0.925104	3.94835	Si
11.0472	-13.6279	156.983	0.318022	0.0956493	0.954085	3.93819	Si
11.7971	-13.4024	159.232	0.345887	-0.0226857	0.957503	3.92007	Si
12.6139	-13.456	161.493	0.341678	-0.0772625	0.954029	3.90188	Si
14.2329	-13.8221	166.014	0.410024	0.379494	0.914821	3.86524	Si
14.815	-13.2833	167.313	0.429991	0.337245	0.925952	3.85419	Si
16.2932	-12.1239	170.496	0.560567	0.152578	0.898631	3.82738	Si
16.4699	-12.0758	170.779	0.605218	0.0622664	0.793138	3.8249	Si
18.6941	-11.847	173.694	0.605351	0.0810417	0.770507	3.79609	Si
21.023	-11.5352	176.658	0.597087	0.096216	0.802723	3.76576	Si
21.5248	-11.4543	177.333	0.5959	0.0779193	0.821843	3.75909	Si
23.9506	-11.1371	180.679	0.594958	0.0633822	0.838353	3.72678	Si
26.7592	-10.8379	184.636	0.588126	0.114217	0.842021	3.68908	Si
27.3924	-10.715	185.543	0.605284	0.0185357	0.831188	3.68042	Si
28.3963	-10.6842	186.921	0.601475	-0.10877	0.865651	3.66705	Si
29.6384	-10.9089	188.709	0.604625	-0.05143	0.825773	3.65037	Si
30.3122	-10.9662	189.629	0.603923	-0.0516557	0.817324	3.64134	Si
31.4317	-11.0619	191.144	0.600501	-0.0857769	0.814879	3.62629	Si
34.0118	-11.4305	194.645	0.609086	-0.0475092	0.85728	3.59131	Si
35.9505	-11.5817	197.374	0.602122	-0.126235	0.879773	3.56521	Si
36.68	-11.7346	198.44	0.617983	-0.0418248	0.879741	3.55523	Si
42.4093	-12.1224	206.596	0.618891	0.181324	0.883588	3.47869	Si
44.9374	-11.3817	210.205	0.58937	0.218255	0.922592	3.44445	Si
48.9252	-9.90494	216.448	0.594997	0.32763	0.792446	3.38734	Si
51.9324	-8.24903	220.453	0.635505	0.325212	0.73078	3.34418	Si
52.3342	-8.04344	220.915	0.647373	0.251185	0.764684	3.33873	Si
52.9646	-7.79884	221.66	0.636732	0.236306	0.795666	3.33033	Si
53.232	-7.6996	221.994	0.606483	0.265944	0.829982	3.3267	Si
54.5448	-7.12393	223.79	0.564313	0.375203	0.806659	3.30798	Si
55.3282	-6.60309	224.91	0.659382	0.132662	0.825765	3.29593	Si
55.8583	-6.49644	225.574	0.638264	-0.396191	0.819061	3.28893	Si
59.6006	-8.81942	230.376	0.555933	-0.51151	0.847776	3.23782	Si
60.4247	-9.57768	231.633	0.467936	-0.617692	0.741886	3.22476	Si
62.0839	-11.7678	234.264	0.599653	-0.475915	0.806392	3.19343	Si
64.2095	-13.4548	237.122	0.57649	-0.505202	0.787302	3.16189	Si
66.9598	-15.865	240.878	0.386694	-0.56371	0.923624	3.11915	Si
68.4238	-17.9992	244.375	0.558307	-0.0698698	1.13678	3.08492	Si
72.6716	-18.5308	253.024	0.550734	-0.117995	1.21587	3.01559	Si
77.7128	-19.6109	264.154	0.507007	-0.244853	1.12096	2.93086	Si
79.0199	-20.2421	267.043	0.534725	-0.182191	1.15331	2.90653	Si
88.2384	-23.383	286.926	0.452086	-0.275252	0.893486	2.74288	Si
89.6153	-24.2213	289.647	0.0948698	-0.706395	0.448196	2.7128	Si
90.0548	-27.4943	291.724	0.280927	-0.68631	0.407395	2.6667	Si
91.8799	-31.9529	294.371	0.351662	-0.656017	0.402997	2.60131	Si
93.4738	-34.9264	296.197	0.429645	-0.60611	0.421464	2.55491	Si
93.6918	-35.2339	296.411	0.597657	-0.464947	0.408368	2.54965	Si
97.5458	-38.2321	299.045	0.668869	-0.382101	0.45976	2.48274	Si
98.7988	-38.9479	299.906	0.796291	-0.163846	0.718946	2.46296	Si
99.5609	-39.1047	300.594	0.779294	-0.14264	0.619237	2.45279	Si
101.319	-39.4265	301.991	0.76748	-0.0574036	0.504274	2.42877	Si
114.002	-40.3751	310.324	0.754373	-0.151424	0.471582	2.25162	Si
114.956	-40.5667	310.921	0.738518	-0.206282	0.450383	2.23736	Si
117.267	-41.2122	312.33	0.702286	-0.0562967	0.240155	2.20193	Si
123.115	-41.681	314.33	0.702286	-0.0562967	0.240155	2.10667	Si
124.154	-41.7643	314.685	0.675525	0.322023	0.373654	2.08923	Si
125.824	-40.9684	315.609	0.644597	0.452303	0.277997	2.05996	Si
127.333	-39.9093	316.26	0.609302	0.487361	0.293029	2.03198	Si
127.801	-39.5352	316.485	0.542292	0.512468	0.354221	2.02272	Si
130.063	-37.3979	317.962	0.865572	-0.172169	0.256111	1.97227	Si
134.175	-38.2157	319.179	0.862952	-0.239901	0.409811	1.91386	Si
134.543	-38.3182	319.354	0.62093	0.593013	-0.026788	1.90851	Si
135.585	-37.3235	319.309	0.620911	0.568582	0.0173558	1.88744	Si
137.299	-35.7533	319.357	0.595128	0.614202	-0.0208076	1.8525	Si
137.571	-35.4728	319.347	0.597232	0.597838	0.00777176	1.84666	Si
139.602	-33.4402	319.374	0.658523	0.558407	-0.0429778	1.80304	Si
140.86	-32.373	319.291	0.739516	0.450986	-0.0428986	1.77814	Si
142.063	-31.6397	319.222	0.828385	0.340487	-0.119348	1.75677	Si
149.392	-28.627	318.166	0.899099	0.273522	-0.362323	1.63957	Si
149.711	-28.5301	318.037	0.864853	0.374975	-0.370489	1.63466	Si
150.793	-28.0612	317.574	0.914687	0.268991	-0.40341	1.61733	Si
155.228	-26.7567	315.618	0.949573	0.180725	-0.462308	1.54965	Si
157.039	-26.4122	314.736	0.92835	0.214167	-0.389974	1.52231	Si
157.909	-26.2114	314.371	0.875554	0.357608	-0.343482	1.50872	Si
160.384	-25.2005	313.4	0.90924	0.300639	-0.386935	1.46752	Si
161.504	-24.8303	312.923	0.886468	0.359008	-0.38012	1.44926	Si
161.586	-24.7969	312.888	0.832728	0.364644	-0.235965	1.44787	Si
164.582	-23.4852	312.039	0.855625	0.347948	-0.289618	1.39409	Si
165.822	-22.9806	311.619	0.948303	0.0762044	-0.35175	1.37189	Si
166.336	-22.9393	311.429	0.910059	0.276192	-0.496739	1.36352	Si
166.838	-22.7869	311.154	-0.128988	-0.636012	0.729133	1.35496	Si
166.817	-22.8931	311.276	-0.177683	-0.626233	0.727346	1.35236	Si
166.614	-23.6075	312.106	0.192498	-0.491712	0.799321	1.33458	Si
166.887	-24.3041	313.238	0.142988	-0.429974	0.851599	1.31231	Si
167.156	-25.1123	314.839	0.264046	-0.349482	0.865717	1.28247	Si
168.512	-26.9071	319.285	0.386955	-0.245834	0.858408	1.1998	Si
168.728	-27.0447	319.765	-0.0157077	-0.499269	-0.0631727	1.19042	Si
168.714	-27.5102	319.706	-0.014445	-0.502281	0.0330603	1.17473	Si
168.704	-27.8375	319.728	0.107213	-0.502916	0.0150924	1.16368	Si
168.731	-27.9616	319.732	0.165556	-0.489459	0.0392591	1.15947	Si
169.553	-30.3931	319.927	0.0507251	-0.522091	-0.0033009	1.07455	Si
169.613	-31.0088	319.923	0.562268	-0.387333	-0.0661272	1.05348	Si
169.673	-31.0499	319.916	0.50422	-0.466234	-0.0652149	1.05156	Si
170.686	-31.9867	319.785	0.309432	0.869416	0.0392601	1.0152	Si
170.869	-31.4717	319.808	0.47119	0.785267	0.0836028	1.00426	Si
171.467	-30.4753	319.914	0.455406	0.797585	0.0742928	0.98068	Si
172.215	-29.1651	320.036	0.481457	0.754507	0.14521	0.949743	Si
172.749	-28.3277	320.197	0.448101	0.789859	0.104905	0.928456	Si
172.814	-28.2144	320.212	0.314334	0.840194	0.149986	0.92567	Si
173.341	-26.8049	320.464	0.154305	0.771073	0.424384	0.89303	Si
173.625	-25.3882	321.244	0.537445	0.741869	0.0985191	0.856559	Si
173.719	-25.2577	321.261	-0.550951	-0.239982	0.87051	0.852987	Si
173.262	-25.457	321.984	-0.50178	-0.343029	0.864752	0.836084	Si
173.104	-25.5645	322.255	-0.507336	-0.321538	0.731161	0.829629	Si
172.991	-25.6361	322.418	-0.0417286	-0.816956	0.403356	0.825029	Si
172.923	-26.9678	323.075	0.171084	0.101821	0.88184	0.791233	Si
173.051	-26.8918	323.733	0.125443	0.11264	0.89578	0.775416	Si
173.139	-26.8126	324.363	-0.0854486	0.433776	0.812544	0.760331	Si
173.077	-26.4977	324.953	-0.545846	0.444181	0.61263	0.744605	Si
171.429	-25.1565	326.803	-0.544359	0.422391	0.632359	0.678456	Si
170.626	-24.533	327.736	-0.586565	0.33873	0.650059	0.644513	Si
170.324	-24.3589	328.07	-0.532312	0.148138	0.80617	0.632374	Si
169.083	-24.0135	329.95	-0.521126	0.255453	0.728209	0.576809	Si
168.757	-23.8537	330.405	-0.557582	0.235742	0.681087	0.561191	Si
168.039	-23.5501	331.282	-0.461239	0.381759	0.7086	0.528627	Si
167.866	-23.4071	331.548	-0.233129	-0.366092	-0.786127	0.518881	Si
167.251	-24.3725	329.475	-0.258521	-0.501942	-0.679181	0.449644	Si
167.157	-24.5554	329.227	-0.134829	-0.729954	-0.480307	0.439427	Si
167.112	-24.802	329.065	-0.0719778	-0.781434	-0.409508	0.429852	Si
167.012	-25.8836	328.498	-0.018617	-0.885876	-0.00723921	0.39025	Si
166.987	-27.0556	328.489	-0.13366	-0.868769	-0.122003	0.350787	Si
166.921	-27.4862	328.428	-0.0451755	-0.861858	0.219605	0.335336	Si
166.871	-28.4455	328.673	-0.110868	-0.834263	0.294378	0.300005	Si
