	-----------------------------------------------------------------	
	Trajectory	0

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	54	72.3277	0	-0.0222892	3.09655	0.332782	(-13.0174,-5.23939,52.2118)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
-16.3907	-4.7274	66.4049	-0.400324	-0.0330411	0.587667	0.963254	BN
-16.5944	-4.74422	66.704	-0.406685	0.0451419	0.614961	0.954342	BN
-18.1895	-4.56717	69.116	-0.410751	0.012235	0.60919	0.885235	BN
-18.8482	-4.54754	70.0929	-0.408028	0.0309589	0.547252	0.855539	BN
-20.1951	-4.44535	71.8994	-0.403461	-0.123243	0.602833	0.793025	BN
-20.3847	-4.50327	72.1828	-0.470955	0.230259	0.516462	0.783674	BN
-20.4797	-4.45682	72.287	-0.591656	0.0571465	0.385326	0.779629	BN
-20.5422	-4.45079	72.3277	0.405553	0.166424	-0.675248	0.777504	BN
-20.3094	-4.35525	71.94	0.48192	-0.044209	-0.763283	0.765936	BN
-19.68	-4.41299	70.9431	0.489784	0.0452224	-0.737879	0.739359	BN
-18.8442	-4.33582	69.6839	0.497064	-0.0428988	-0.750369	0.703839	BN
-18.7065	-4.3477	69.4762	0.462249	-0.25161	-0.767867	0.697893	BN
-18.5185	-4.45007	69.1637	0.409593	-0.262968	-0.815773	0.689107	BN
-18.0353	-4.76024	68.2015	0.462644	-0.122033	-0.837274	0.663431	BN
-17.4325	-4.91927	67.1104	0.300118	-0.311836	-0.913579	0.634377	BN
-17.2927	-5.06451	66.6849	-0.0222642	-0.268848	-0.959999	0.623697	BN
-17.3694	-5.99106	63.3764	-0.249787	-0.322525	-0.908751	0.543834	BN
-17.7464	-6.47786	62.0048	-0.142824	-0.705967	-0.640254	0.505789	BN
-17.8312	-6.89677	61.6249	-0.298674	-0.502202	-0.767046	0.490165	BN
-17.948	-7.09318	61.3249	-0.298674	-0.502202	-0.767046	0.479674	BN
-18.298	-7.68173	60.426	-0.0437288	-0.285203	-0.921957	0.44783	BN
-18.4156	-8.44835	57.9478	-0.297917	0.0289527	-0.929372	0.371791	BN
-18.4699	-8.44307	57.7782	0.117719	0.793568	0.00610037	0.366053	BN
-18.446	-8.28164	57.7794	0.0429769	-0.443363	-0.666615	0.359599	BN
-18.4009	-8.74645	57.0806	-0.00615834	-0.214626	-0.772635	0.326012	BN
-18.4043	-8.86281	56.6617	0.0752672	-0.0994668	-0.793382	0.30769	BN
-18.1802	-9.15892	54.2998	0.146751	-0.303483	-0.675018	0.203923	BN
-18.1065	-9.31121	53.961	0.0987314	-0.373909	-0.647294	0.182464	BN
-18.0725	-9.4402	53.7377	-0.050591	-0.218695	-0.722784	0.166951	BN
-18.1154	-9.62579	53.1243	0.258022	-0.0938341	-0.72146	0.127281	BN
-18.0309	-9.65653	52.888	0.357253	0.0901455	-0.537176	0.11021	BN
-17.8944	-9.6221	52.6828	0.321604	-0.164998	-0.250131	0.0892497	BN
-17.6795	-9.73239	52.5156	0.321604	-0.164998	-0.250131	0.05	BN
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	1

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	50	25.6855	0	-0.0236963	3.50492	0.302069	(-12.2929,-22.726,17.0849)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
-0.132134	-0.19046	0	0	0	1	2	BN
-0.132134	-0.19046	1.12411	0.0935251	0.133575	0.986616	1.98817	BN
0.365272	0.519947	6.37135	0.18476	-0.0461692	0.991596	1.93196	BN
0.663996	0.4453	7.97459	0.191793	0.157865	0.921744	1.91451	BN
2.0023	1.54686	14.4064	0.121715	0.230911	0.919807	1.83872	BN
2.03409	1.60717	14.6466	-0.0118196	0.185058	0.937368	1.8358	BN
1.97344	2.55676	19.4566	-0.853498	0.109215	0.478975	1.77836	BN
1.21766	2.65347	19.8807	-0.83896	0.223248	0.283962	1.76821	BN
0.103981	2.94982	20.2576	-0.83896	0.223248	0.283962	1.75295	BN
-0.600085	3.13718	20.4959	-0.818236	0.260804	0.317582	1.74324	BN
-3.71057	4.12861	21.7032	-0.905721	-0.0729301	0.105692	1.69907	BN
-7.65312	3.81115	22.1633	-0.848395	-0.350129	0.130522	1.64756	BN
-12.2665	1.90724	22.873	-0.925449	-0.194872	0.219484	1.58179	BN
-13.6852	1.6085	23.2095	-0.650543	-0.610104	-0.0665368	1.56271	BN
-15.9834	-0.546838	22.9744	-0.666507	-0.660869	0.0924554	1.51835	BN
-16.3965	-0.956454	23.0317	-0.666507	-0.660869	0.0924554	1.5104	BN
-20.8761	-5.39821	23.6531	-0.714359	-0.639619	0.163844	1.42395	BN
-24.4891	-8.63318	24.4818	-0.691862	-0.625742	0.0865001	1.35615	BN
-24.7987	-8.91317	24.5205	-0.646692	-0.678666	0.100743	1.34995	BN
-32.2768	-16.761	25.6855	0.138193	-0.901652	-0.320995	1.18905	BN
-32.0036	-18.5429	25.0511	0.138193	-0.901652	-0.320995	1.15903	BN
-31.9836	-18.6738	25.0045	0.152636	-0.841	-0.447905	1.15678	BN
-31.4437	-21.6484	23.4203	0.332332	-0.80892	-0.412495	1.10204	BN
-30.9699	-22.8016	22.8322	0.558072	-0.834291	0.0503245	1.07924	BN
-28.0798	-27.1222	23.0928	0.528554	-0.787615	-0.121409	0.995221	BN
-27.9858	-27.2623	23.0712	0.555552	-0.543328	-0.41319	0.992173	BN
-21.4416	-33.6625	18.204	0.624964	-0.485456	-0.391266	0.789936	BN
-20.8111	-34.1523	17.8093	0.70943	-0.42292	-0.327631	0.769812	BN
-20.6528	-34.2466	17.7362	0.718051	-0.473257	-0.247728	0.765287	BN
-17.8408	-36.1	16.766	0.652579	-0.585346	-0.212745	0.685557	BN
-16.8589	-36.9807	16.4459	0.715745	-0.43315	-0.287871	0.652697	BN
-12.7553	-39.4641	14.7955	0.547863	-0.634284	-0.301436	0.523555	BN
-12.7375	-39.4847	14.7857	0.352738	-0.781075	-0.273539	0.522717	BN
-12.2912	-40.473	14.4396	0.445927	-0.691727	-0.344937	0.490052	BN
-12.2116	-40.5965	14.378	0.699214	-0.604447	-0.121856	0.485261	BN
-12.015	-40.7664	14.3437	0.694881	-0.673346	0.00472028	0.477674	BN
-11.9789	-40.8015	14.344	0.773356	-0.633322	0.101624	0.476256	BN
-9.68709	-42.6783	14.6451	0.885	-0.539417	0.2148	0.395394	BN
-9.63985	-42.7071	14.6566	0.723459	0.416706	-0.195209	0.393772	BN
-8.53577	-42.0711	14.3587	0.813191	0.289035	-0.271396	0.347297	BN
-8.46674	-42.0466	14.3356	0.76866	0.402254	-0.279378	0.344525	BN
-6.65106	-41.0964	13.6757	0.446941	0.745112	-0.120183	0.267049	BN
-6.22859	-40.3921	13.5621	0.87057	-0.245436	0.116179	0.231589	BN
-5.99898	-40.4568	13.5928	-0.174388	0.36317	-0.839111	0.220971	BN
-6.16834	-40.1041	12.7778	0.224751	0.264461	-0.821405	0.180979	BN
-5.91523	-39.8063	11.8528	0.172798	0.267166	-0.843581	0.130149	BN
-5.83328	-39.6796	11.4527	0.111666	0.289433	-0.849112	0.105641	BN
-5.82757	-39.6648	11.4093	0.160406	0.364187	-0.799957	0.102792	BN
-5.73455	-39.4536	10.9454	0.107593	0.318137	-0.833304	0.0702168	BN
-5.72642	-39.4296	10.8824	0.27059	0.0914865	-0.87532	0.0654828	BN
-5.66061	-39.4073	10.6695	0.27059	0.0914865	-0.87532	0.05	BN
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	2

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	45	35.0795	0	-0.0193329	3.35995	0.353341	(21.6682,24.1453,19.8123)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.0816988	-0.543374	0	0	0	1	2	BN
0.0816988	-0.543374	1.19281	0.0436177	-0.0803639	0.995811	1.98745	BN
0.310272	-0.964512	6.41124	0.249978	-0.0896799	0.941297	1.93205	BN
0.918625	-1.18276	8.702	0.197951	-0.228888	0.924631	1.90579	BN
1.0649	-1.3519	9.38526	0.265378	-0.186899	0.910014	1.89773	BN
1.85275	-1.90676	12.0869	0.28043	-0.179791	0.891794	1.86528	BN
1.90287	-1.93889	12.2463	0.282385	-0.166968	0.903785	1.8633	BN
1.96205	-1.97388	12.4357	0.34154	-0.0645109	0.892809	1.86098	BN
1.99925	-1.98091	12.5329	0.361453	0.416217	0.650085	1.85978	BN
2.76748	-1.09628	13.9146	0.477251	0.372864	0.592098	1.8362	BN
3.85815	-0.244167	15.2677	0.425911	0.31324	0.678042	1.81062	BN
5.61054	1.04465	18.0575	0.542845	0.387545	0.372608	1.7641	BN
7.98782	2.74182	19.6893	0.378443	0.671744	-0.202849	1.71365	BN
8.19958	3.11771	19.5758	0.20844	0.736475	-0.300058	1.70707	BN
10.0647	9.70756	16.8909	0.241195	0.740956	-0.243274	1.60155	BN
10.5468	11.1888	16.4046	0.214723	0.758747	-0.186046	1.57688	BN
12.6783	18.7205	14.5578	0.193914	0.756944	-0.22617	1.45302	BN
13.1716	20.6463	13.9824	0.293191	0.709314	-0.296347	1.4194	BN
13.3863	21.1656	13.7654	0.124022	0.788856	-0.0836485	1.40956	BN
13.389	21.183	13.7636	0.408895	0.702702	-0.146099	1.40926	BN
13.9224	22.0997	13.573	0.199774	0.789784	-0.0290546	1.39165	BN
16.2373	31.2512	13.2363	0.164287	0.785369	0.0975948	1.2338	BN
16.4165	32.1079	13.3428	0.16623	0.758898	0.207702	1.21764	BN
16.7736	33.7382	13.789	0.881333	0.143124	0.254538	1.18554	BN
21.517	34.5085	15.1589	0.896574	0.108306	0.163656	1.10363	BN
21.9506	34.5609	15.2381	0.857993	0.014349	0.357454	1.09591	BN
25.5965	34.6219	16.757	0.781822	-0.0272606	0.668325	1.02768	BN
26.1873	34.6013	17.2621	0.777732	-0.0911893	0.722236	1.015	BN
28.658	34.3116	19.5565	0.762853	-0.0379139	0.602136	0.961289	BN
28.7094	34.309	19.5971	0.762853	-0.0379139	0.602136	0.960107	BN
29.4984	34.2698	20.2198	0.760961	-0.0657236	0.674241	0.941957	BN
29.8334	34.2409	20.5167	0.739487	0.304955	0.628491	0.934132	BN
31.5701	34.957	21.9926	0.710124	0.294789	0.690881	0.892161	BN
32.3064	35.2627	22.709	0.713181	0.323445	0.658325	0.873059	BN
32.7046	35.4433	23.0766	0.75784	0.330613	0.547092	0.862625	BN
48.0884	42.1546	34.1823	-0.58293	0.611671	0.381451	0.48027	BN
47.4382	42.8369	34.6078	-0.602333	0.737331	0.103169	0.449982	BN
44.6848	46.2074	35.0795	-0.586593	0.807323	-0.0821334	0.32103	BN
44.3269	46.6999	35.0293	-0.629905	0.727289	0.0291386	0.300241	BN
44.2349	46.8061	35.0336	-0.150611	-0.878022	-0.419552	0.295085	BN
43.8936	44.8163	34.0828	-0.569263	-0.658353	-0.458037	0.214332	BN
43.7829	44.6883	33.9937	-0.54052	-0.588151	-0.558612	0.20621	BN
43.6263	44.5179	33.8319	0.140199	-0.0762759	-0.964383	0.193883	BN
43.7269	44.4631	33.1399	-0.0426468	-0.395919	-0.89638	0.162483	BN
43.7137	44.3406	32.8626	0.102661	-0.979595	-0.020637	0.147853	BN
43.9181	42.3909	32.8215	0.102661	-0.979595	-0.020637	0.05	BN
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	3

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
yes	no	no	yes	27	15.1237	0	-0.0133153	3.4121	0.217078	(-16.0519,38.1964,10.0184)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.0559469	0.211732	0	0	0	1	2	BN
0.0559469	0.211732	1.4749	-0.126641	0.733083	0.668245	1.98448	BN
-0.556901	3.7593	4.7087	-0.0334969	0.908445	0.416907	1.93326	BN
-0.727448	8.3846	6.83137	-0.0672735	0.924061	0.376691	1.87835	BN
-0.95283	11.4804	8.09336	-0.0550126	0.936299	0.347511	1.84146	BN
-1.33072	17.912	10.4805	-0.32928	0.913831	0.243033	1.76473	BN
-5.21319	28.6868	13.346	-0.389255	0.903826	0.203097	1.62894	BN
-5.50288	29.3594	13.4972	-0.468904	0.89436	0.112989	1.61986	BN
-6.7509	31.7398	13.7979	-0.433528	0.909336	0.121844	1.58728	BN
-7.18367	32.6476	13.9195	-0.55608	0.857496	0.0671642	1.57488	BN
-9.67034	36.4821	14.2199	-0.529335	0.85748	0.112963	1.51904	BN
-11.1134	38.8197	14.5278	-0.54792	0.838633	0.130663	1.48411	BN
-13.3739	42.2796	15.0669	-0.60825	0.819514	0.0732115	1.43039	BN
-13.846	42.9157	15.1237	-0.589251	0.859335	-0.00531169	1.42001	BN
-15.2422	44.9518	15.1111	-0.716508	0.813448	-0.259643	1.38819	BN
-15.2968	45.0138	15.0913	-0.929293	0.609156	-0.378613	1.38715	BN
-15.3893	45.0744	15.0537	-0.895565	0.670599	-0.412697	1.38579	BN
-17.7812	46.8654	13.9514	-1.02161	0.525132	-0.528595	1.3493	BN
-21.5774	48.8168	11.9872	-1.06866	0.466166	-0.595986	1.29758	BN
-21.8278	48.926	11.8476	-1.11973	0.368108	-0.647214	1.29423	BN
-23.9052	49.609	10.6468	-0.75865	0.80351	-0.762836	1.26765	BN
-24.8189	50.5767	9.72801	-0.836865	0.543688	-0.397488	1.25014	BN
-27.9748	52.627	8.22907	-0.89187	0.473111	-0.797359	1.1948	BN
-28.6376	52.9786	7.63651	-0.935412	0.400081	-0.832023	1.18355	BN
-33.0596	54.8699	3.70323	-0.892052	0.232616	-0.551232	1.11152	BN
-34.7	55.2977	2.68956	-0.942343	0.0522457	-0.654847	1.08228	BN
-37.8337	55.4714	0.511903	-0.92322	0.0494428	-0.876847	1.02843	BN
-39.191	55.5441	-0.777217	-0.92322	0.0494428	-0.876847	1.00379	BN
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	4

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
yes	no	no	yes	18	11.9239	0	-0.0120782	3.69698	0.27966	(-1.81954,-22.5582,4.97401)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.139776	-0.323347	0	0	0	1	2	BN
0.139776	-0.323347	1.85836	-0.381912	-0.63397	0.672477	1.98044	BN
-1.05226	-2.30212	3.95732	-0.234284	-0.796684	0.415052	1.94736	BN
-2.34731	-6.70594	6.25159	-0.183573	-0.837843	0.337503	1.88805	BN
-2.78801	-8.71733	7.06183	-0.630654	-0.23765	0.774319	1.86172	BN
-3.8561	-9.11982	8.37324	-0.641987	-0.230434	0.844998	1.84295	BN
-6.20652	-9.96348	11.4669	-0.689459	-0.101519	0.882788	1.80207	BN
-6.56345	-10.016	11.9239	0.135001	-0.859872	-0.379175	1.7962	BN
-5.53202	-16.5856	9.02696	0.0999633	-0.859122	-0.391396	1.70932	BN
-5.53063	-16.5975	9.02154	0.169869	-0.885065	-0.302089	1.70916	BN
-4.38534	-22.5648	6.98478	0.192224	-0.858671	-0.355938	1.62971	BN
-3.89107	-24.7727	6.06955	0.267156	-0.872671	-0.271589	1.59837	BN
-1.3375	-33.114	3.47361	0.248571	-0.861008	-0.315114	1.48025	BN
-0.536973	-35.8869	2.45878	0.392002	-0.843015	-0.225451	1.43823	BN
0.724809	-38.6004	1.7331	0.28901	-0.859008	-0.288978	1.39538	BN
1.16354	-39.9044	1.29442	0.314082	-0.825467	-0.343486	1.37474	BN
1.46532	-40.6976	0.964384	0.39006	-0.78604	-0.355951	1.36154	BN
2.05414	-41.8842	0.427052	0.430274	-0.750398	-0.379721	1.34066	BN
5.72795	-48.2913	-2.81513	0.430274	-0.750398	-0.379721	1.22128	BN
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	5

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	53	43.8528	0	-0.0233958	3.21134	0.411274	(4.70779,-35.7899,34.7115)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
-0.0122081	0.00900886	0	0	0	1	2	BN
-0.0122081	0.00900886	7.52956	-0.0251713	0.06566	0.997525	1.92076	BN
-0.074062	0.170356	9.98079	-0.108735	0.0521348	0.991949	1.89413	BN
-0.38869	0.32121	12.851	-0.0742075	0.166619	0.974415	1.86246	BN
-0.574973	0.739476	15.2971	-0.11744	-0.578952	0.796002	1.83465	BN
-1.23972	-2.53757	19.8027	0.423879	-0.686133	0.602851	1.77125	BN
-0.0525332	-4.45927	21.4912	0.43577	-0.711624	0.381053	1.73908	BN
2.03565	-7.86933	23.3172	0.447418	-0.707454	0.339463	1.68331	BN
3.28972	-9.85227	24.2686	0.625355	-0.570811	0.347899	1.64993	BN
3.59443	-10.1304	24.4382	0.607881	-0.581628	0.319353	1.64404	BN
4.03333	-10.5503	24.6687	0.521447	-0.64682	0.248071	1.63529	BN
6.09428	-13.1068	25.6492	0.608051	-0.581711	0.315909	1.58723	BN
9.47599	-16.342	27.4061	0.568509	-0.631003	0.382583	1.51816	BN
11.8713	-19.0006	29.0181	0.569292	-0.632705	0.410707	1.46416	BN
13.0023	-20.2577	29.8341	0.525517	-0.665327	0.3597	1.43804	BN
13.9574	-21.4668	30.4878	0.513703	-0.674461	0.405079	1.41385	BN
14.5312	-22.2201	30.9402	0.489653	-0.689908	0.440939	1.3988	BN
15.2508	-23.2341	31.5882	0.502106	-0.681519	0.433068	1.37885	BN
15.9471	-24.1791	32.1888	0.452275	-0.704009	0.505037	1.35984	BN
16.723	-25.387	33.0553	0.28361	-0.82394	0.30673	1.33609	BN
19.1619	-32.4725	35.693	0.36642	-0.776633	0.367932	1.21557	BN
19.2619	-32.6844	35.7934	0.284965	-0.824288	0.298845	1.21149	BN
20.312	-35.7218	36.8946	0.461204	-0.746641	0.290152	1.15623	BN
21.1845	-37.1343	37.4435	0.377906	-0.783801	0.368559	1.12694	BN
21.748	-38.3031	37.9931	-0.811534	-0.48759	0.130539	1.10345	BN
21.4702	-38.4701	38.0378	-0.780848	-0.546806	0.150328	1.09798	BN
19.3129	-39.9808	38.4531	-0.699911	-0.474676	-0.0826942	1.05367	BN
13.3909	-43.9971	37.7534	-0.881797	-0.213351	0.041703	0.91416	BN
8.07454	-45.2834	38.0049	-0.729188	-0.574794	0.305503	0.804858	BN
7.02446	-46.1111	38.4448	-0.564965	-0.672996	0.117817	0.776479	BN
6.09729	-47.2156	38.6382	-0.563056	-0.653941	0.0610201	0.743379	BN
4.36153	-49.2315	38.8263	-0.495986	-0.732446	0.183194	0.679435	BN
2.59219	-51.8444	39.4798	-0.618948	-0.64837	0.248514	0.601085	BN
2.50952	-51.931	39.513	-0.527787	-0.704301	0.523593	0.597918	BN
1.50596	-53.2701	40.5086	-0.492503	0.813172	0.59874	0.552689	BN
1.11407	-52.6231	40.985	-0.769196	0.622677	0.513252	0.532828	BN
-0.354476	-51.4343	41.9649	-0.562698	0.655522	0.687589	0.484105	BN
-0.57717	-51.1749	42.237	-0.863037	0.351177	0.555216	0.47341	BN
-0.809668	-51.0802	42.3866	-0.873246	-0.460469	0.246822	0.466033	BN
-1.75624	-51.5794	42.6541	-0.845993	-0.456998	0.172391	0.436075	BN
-1.94788	-51.6829	42.6932	-0.904963	-0.449512	0.418551	0.429567	BN
-3.2322	-52.3208	43.2872	-0.901523	-0.279671	0.244022	0.388441	BN
-5.08062	-52.8943	43.7875	-0.874323	-0.185274	0.0908572	0.32552	BN
-5.70855	-53.0273	43.8528	-0.0916154	-0.976763	-0.0702347	0.301228	BN
-5.78654	-53.8588	43.793	-0.0834745	-0.911176	-0.35419	0.271222	BN
-5.91732	-55.2864	43.238	0.770245	-0.356296	-0.544911	0.21291	BN
-5.35849	-55.5449	42.8427	0.89067	-0.261564	-0.0743938	0.182502	BN
-4.74571	-55.7249	42.7915	0.940792	-0.190133	0.226787	0.151564	BN
-4.5437	-55.7657	42.8402	0.47205	-0.840249	0.383181	0.141114	BN
-4.38983	-56.0396	42.9651	-0.225644	0.138784	-0.977195	0.124788	BN
-4.40973	-56.0273	42.8789	0.0174994	0.466186	-0.893494	0.120158	BN
-4.40511	-55.9043	42.6431	0.500065	-0.0529793	0.860106	0.106109	BN
-4.12509	-55.9339	43.1247	0.493882	-0.0539772	0.81046	0.0749815	BN
-3.92488	-55.9558	43.4533	0.493882	-0.0539772	0.81046	0.05	BN
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	6

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	46	70.4396	0	-0.022174	3.385	0.31135	(-19.3641,-1.50354,51.6447)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
0.883564	-0.240216	0	0	0	1	2	BN
0.883564	-0.240216	0.634287	0.0156872	0.0314476	0.999382	1.99332	BN
1.02995	0.053233	9.9599	0.0139402	0.129464	0.989729	1.89488	BN
1.05942	0.32698	12.0526	-0.020335	0.108014	0.99214	1.87175	BN
0.929685	1.01611	18.3825	-0.0575715	0.0861835	0.992957	1.80131	BN
0.610397	1.49408	23.8894	-0.0484255	0.133517	0.986707	1.73837	BN
0.530972	1.71307	25.5077	-0.339844	0.195011	0.894835	1.71928	BN
-0.369583	2.22983	27.879	-0.398881	0.0743929	0.893031	1.68819	BN
-2.64476	2.65416	32.9727	-0.367555	0.244619	0.614087	1.62038	BN
-6.12362	4.96945	38.785	-0.269389	0.458926	0.530758	1.50454	BN
-7.16782	6.74832	40.8423	-0.488444	0.310709	0.509876	1.45455	BN
-8.11778	7.35261	41.8339	-0.523294	0.225875	0.528896	1.42886	BN
-8.21972	7.39661	41.937	-0.53108	0.237634	0.502511	1.42626	BN
-8.61477	7.57338	42.3108	-0.571886	0.141219	0.497471	1.4163	BN
-8.8816	7.63927	42.5429	-0.570912	0.168569	0.474344	1.41002	BN
-14.2391	9.22113	46.9941	-0.600022	0.0160576	0.492931	1.28335	BN
-14.9769	9.24087	47.6002	-0.567535	-0.220947	0.609461	1.26563	BN
-18.0587	8.04109	50.9097	-0.560865	-0.192147	0.53875	1.18662	BN
-20.2206	7.30044	52.9864	-0.486253	-0.382351	0.554657	1.12799	BN
-22.0123	5.89153	55.0302	-0.486442	-0.382654	0.56682	1.06998	BN
-22.0754	5.84191	55.1037	-0.615591	-0.198608	0.656205	1.06786	BN
-24.2787	5.13108	57.4523	-0.603831	-0.19034	0.594103	1.00938	BN
-25.7052	4.68141	58.8559	-0.660221	0.0147674	0.612394	0.969281	BN
-27.1124	4.71289	60.1611	-0.542188	-0.258485	0.835967	0.932113	BN
-28.2833	4.15466	61.9665	-0.542188	-0.258485	0.835967	0.893461	BN
-28.5453	4.02975	62.3705	-0.59918	-0.11266	0.977645	0.884567	BN
-28.5919	4.02098	62.4465	-0.419229	-0.579861	0.750345	0.883125	BN
-28.8372	3.68169	62.8856	-0.427444	-0.608664	0.659167	0.872273	BN
-29.5627	2.64865	64.0043	-0.245501	-0.612249	0.778741	0.840537	BN
-31.0121	-0.965863	68.6018	0.546357	-0.651312	0.522891	0.727435	BN
-30.1217	-2.02732	69.4539	0.12206	-0.906903	0.183081	0.693158	BN
-29.7388	-4.87225	70.0283	-0.1112	-0.915677	0.165401	0.625125	BN
-30.0153	-7.14949	70.4396	0.352318	-0.765301	-0.486164	0.567577	BN
-29.4208	-8.44097	69.6192	0.308149	-0.607493	-0.680782	0.526132	BN
-29.0888	-9.09535	68.8859	0.156153	-0.53594	-0.786449	0.498432	BN
-28.2929	-11.827	64.8773	0.369506	-0.271939	-0.857425	0.363051	BN
-28.1123	-11.9599	64.4583	0.374551	-0.390244	-0.765883	0.347477	BN
-27.8395	-12.2442	63.9004	0.279763	-0.564004	-0.683662	0.323695	BN
-27.4597	-13.0098	62.9724	-0.612557	-0.721467	-0.275995	0.277642	BN
-27.5172	-13.0775	62.9464	-0.555163	-0.567481	-0.505388	0.274189	BN
-27.7697	-13.3356	62.7166	-0.598039	-0.413696	-0.593935	0.257356	BN
-28.4081	-13.7772	62.0826	0.326414	-0.881783	0.359762	0.21656	BN
-28.1178	-14.5614	62.4026	0.352051	-0.744308	0.643573	0.179586	BN
-27.7524	-15.3339	63.0705	-0.00238935	-0.889531	0.536832	0.132582	BN
-27.7524	-15.3402	63.0743	0.0898418	-0.648444	0.806216	0.132217	BN
-27.6896	-15.7934	63.6378	0.799803	-0.102438	0.684175	0.0963167	BN
-27.0439	-15.8761	64.1902	0.799803	-0.102438	0.684175	0.05	BN
-----------------------------------------------------------------	-----------------------------------------------------------------	
	Trajectory	7

BackScattered	Transmitted	Detected	Displayed	Nb Collisions	Max Depth	Mean Free Path	Mean dE/dS	Mean Phi	Mean Theta	Mean Position
no	no	no	yes	51	83.897	0	-0.0233193	3.26982	0.348834	(7.52361,-22.4068,65.1115)	

X	Y	Z	Rx	Ry	Rz	Energy	Region
-0.428916	-0.239645	0	0	0	1	2	BN
-0.428916	-0.239645	0.060287	-0.0704422	-0.0996513	0.992526	1.99937	BN
-0.567483	-0.43567	2.01269	-0.05786	-0.0887403	0.995182	1.97866	BN
